"Date","Adjusted_TSLA","Adjusted_SP500"
2018-08-02,23.3026676177979,2827.21997070312
2018-08-03,23.211332321167,2840.35009765625
2018-08-06,22.7993335723877,2850.39990234375
2018-08-07,25.304666519165,2858.44995117188
2018-08-08,24.6893329620361,2857.69995117188
2018-08-09,23.4966678619385,2853.580078125
2018-08-10,23.699333190918,2833.28002929688
2018-08-13,23.7606678009033,2821.92993164062
2018-08-14,23.1760005950928,2839.9599609375
2018-08-15,22.5793323516846,2818.3701171875
2018-08-16,22.3633327484131,2840.68994140625
2018-08-17,20.3666667938232,2850.1298828125
2018-08-20,20.5626678466797,2857.05004882812
2018-08-21,21.4599990844727,2862.9599609375
2018-08-22,21.4426670074463,2861.82006835938
2018-08-23,21.3400001525879,2856.97998046875
2018-08-24,21.521333694458,2874.68994140625
2018-08-27,21.2846660614014,2896.73999023438
2018-08-28,20.7906665802002,2897.52001953125
2018-08-29,20.3339996337891,2914.0400390625
2018-08-30,20.2099990844727,2901.1298828125
